S. No,Order Date,Order Number,Email ID,Payment Status,SKU Code,Product Name,Product Type,Product Category,Qty,List Price,Order Value,Discount Value,Subtotal,Tax Value,Shipping Charge,Grand Total,Currency,SAP ID,Cert ID,Company / Partner Name,Partner Type,Billing Address,Billing City,Billing State Name,Billing State,Billing Country Name,Billing Country,Billing Zip Code,Shipping Address,Shipping City,Shipping State Name,Shipping State,Shipping Country Name,Shipping Country,Shipping Zip Code,Sales Rep Name,Sales Rep Emp Code,Payment Terms,Payment Reference,Payment Method,Next Payment Due At,Entity Name,Sales Org Code,Entity,Division Name,Division Code,Profit Center,Comments,Fulfillment Status,Fulfilled At,Discount Code
160,2026-06-12T06:08:16Z,#1479,anandprakash.prasad@eccouncil.org,PAID,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,1,2199.0,2199.0,0,2199.0,192.42,0.0,2611.32,USD,753914268180,R8SAP1L4X2QM,Dell,,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,,,,,,,,,,Net 7,#1479.1,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-12T06:09:04Z,
161,2026-06-11T12:24:49Z,#1478,Ketan.thakar@eccouncil.org,PENDING,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,5,1050.0,5250.0,0,6444.0,579.96,0.0,7023.96,USD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,3790 Leeds Avenue,Charleston,South Carolina,SC,United States,US,29405,3790 Leeds Avenue,Charleston,South Carolina,SC,United States,US,29405,,,Net 15,,,,International Council of E-Commerce Consultants Inc,,,Channel US,017,203,,SUCCESS,2026-06-11T12:29:34Z,
162,2026-06-11T12:24:49Z,#1478,Ketan.thakar@eccouncil.org,PENDING,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,6,199.0,1194.0,0,6444.0,579.96,0.0,7023.96,USD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,3790 Leeds Avenue,Charleston,South Carolina,SC,United States,US,29405,3790 Leeds Avenue,Charleston,South Carolina,SC,United States,US,29405,,,Net 15,,,,International Council of E-Commerce Consultants Inc,,,Channel US,017,203,,SUCCESS,2026-06-11T12:29:34Z,
163,2026-06-11T12:23:35Z,#1477,Ketan.thakar@eccouncil.org,PENDING,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,5,199.0,995.0,0,1990.0,179.1,0.0,2169.1,USD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,,,,International Council of E-Commerce Consultants Inc,,,Channel US,017,203,,,,
164,2026-06-11T12:23:35Z,#1477,Ketan.thakar@eccouncil.org,PENDING,,"Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab",,,5,199.0,995.0,0,1990.0,179.1,0.0,2169.1,USD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,,,,International Council of E-Commerce Consultants Inc,,,Channel US,017,203,,,,
165,2026-06-11T11:40:00Z,#1476,gargeepawarecc@gmail.com,PAID,CSCU-V03-VID,Certified Secure Computer User (CSCU) Version 3 Video Upgrade,iVideo,CSCU,1,24.99,24.99,0,49.98,4.42,0.0,54.4,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,701 W 050 N Apt #1E,Lagrange,Indiana,IN,United States,US,46761,701 West 176th Street Apt #1GH,New York,New York,NY,United States,US,10033,,,Net 7,#1476.2,manual,,International Council of E-Commerce Consultants Inc,,,Channel US,017,203,,SUCCESS,2026-06-11T11:40:14Z,
166,2026-06-11T11:40:00Z,#1476,gargeepawarecc@gmail.com,PAID,CSCU-V03-VID,Certified Secure Computer User (CSCU) Version 3 Video Upgrade,iVideo,CSCU,1,24.99,24.99,0,49.98,4.42,0.0,54.4,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,701 W 050 N Apt #1E,Lagrange,Indiana,IN,United States,US,46761,701 West 176th Street Apt #1GH,New York,New York,NY,United States,US,10033,,,Net 7,#1476.2,manual,,International Council of E-Commerce Consultants Inc,,,Channel US,017,203,,SUCCESS,2026-06-11T11:40:14Z,
167,2026-06-11T11:35:14Z,#1474,suraj.mistri@eccouncil.org,PARTIALLY_REFUNDED,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,5,64.99,324.95,0,324.95,26.0,0.0,370.45,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,#1474.4,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,SUCCESS,2026-06-11T11:35:32Z,
168,2026-06-11T09:20:53Z,#1473,anandprakash.prasad@eccouncil.org,PARTIALLY_REFUNDED,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,1,99.0,99.0,0,99.0,7.92,0.0,116.82,USD,947126580234,Q7Z2R8SAP1XM,TCS,,NY 2,Cropseyville,New York,NY,United States,US,12052,,,,,,,,,,,ziB3lhWxAbhRnzwSDkXiRge8O,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-11T09:23:54Z,
169,2026-06-11T06:46:57Z,#1470,anandprakash.prasad@eccouncil.org,PAID,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,1,75.99,75.99,0,174.99,14.0,0.0,188.99,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,#1470.1,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,,,
170,2026-06-11T06:46:57Z,#1470,anandprakash.prasad@eccouncil.org,PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,1,99.0,99.0,0,174.99,14.0,0.0,188.99,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,#1470.1,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,,,
171,2026-06-11T06:39:37Z,#1469,anandprakash.prasad@eccouncil.org,PENDING,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,1,99.0,99.0,0,737.0,58.96,0.0,795.96,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
172,2026-06-11T06:39:37Z,#1469,anandprakash.prasad@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,1,638.0,638.0,0,737.0,58.96,0.0,795.96,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
173,2026-06-11T05:50:57Z,#1468,anandprakash.prasad@eccouncil.org,PENDING,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,1,64.99,64.99,0,801.99,64.16,0.0,866.15,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
174,2026-06-11T05:50:57Z,#1468,anandprakash.prasad@eccouncil.org,PENDING,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,1,99.0,99.0,0,801.99,64.16,0.0,866.15,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
175,2026-06-11T05:50:57Z,#1468,anandprakash.prasad@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,1,638.0,638.0,0,801.99,64.16,0.0,866.15,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
176,2026-06-10T16:59:17Z,#1467,anandprakash.prasad@eccouncil.org,PENDING,ACCISO-V03-DRM-v01,Associate CCISOv3 Volume 1 eBook (Information Systems Governance),DRM,ACCISO,1,49.99,49.99,25.0,414.49,31.16,0.0,487.11,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-10T16:59:35Z,
177,2026-06-10T16:59:17Z,#1467,anandprakash.prasad@eccouncil.org,PENDING,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,1,75.99,75.99,38.0,414.49,31.16,0.0,487.11,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-10T16:59:35Z,
178,2026-06-10T16:59:17Z,#1467,anandprakash.prasad@eccouncil.org,PENDING,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,1,64.99,64.99,32.49,414.49,31.16,0.0,487.11,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-10T16:59:35Z,
179,2026-06-10T16:59:17Z,#1467,anandprakash.prasad@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,1,638.0,638.0,318.99,414.49,31.16,0.0,487.11,USD,947126580234,Q7Z2R8SAP1XM,TCS,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-10T16:59:35Z,
180,2026-06-10T15:17:22Z,#1466,sameer.singh@eccouncil.org,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,1,64.99,64.99,63.04,1.95,0.1,0.0,2.05,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,"XY Carter Rd 7 302, A-wing Fupdate2",Hallsville,Texas,TX,United States,US,75650,,,,,,,,,,,rKzhV7JmQ1VEztlvvI4fon7G5,shopify_payments,,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,
181,2026-06-09T16:28:38Z,#1465,wugizufo@denipl.net,PENDING,CEH-V13-iLEARN-US,Certified Ethical Hacker CEH V13 - Full Bundle,,,1,2199.0,2199.0,0,2199.0,192.42,0.0,2391.42,USD,753914268180,R8SAP1L4X2QM,Dell,,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,,,,,,,,,,Net 7,rxoEyLGpa8hcFQarBmAFMCwru,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,"the note is added by suraj for testing
",,,
182,2026-06-09T16:25:34Z,#1464,wugizufo@denipl.net,PARTIALLY_REFUNDED,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,3,2199.0,6597.0,0,6597.0,577.24,0.0,7174.24,USD,753914268180,R8SAP1L4X2QM,Dell,,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,,,,,,,,,,Net 7,#1464.1,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-09T16:26:27Z,
183,2026-06-09T16:20:58Z,#1463,wugizufo@denipl.net,PENDING,EHE-V01-iLEARN,Ethical Hacking Essentials (EHE) Version 1 (ECL) - Full Bundle,,,2,299.0,598.0,0,598.0,52.32,0.0,650.32,USD,753914268180,R8SAP1L4X2QM,Dell,,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-09T16:21:39Z,
184,2026-06-09T16:07:35Z,#1462,wugizufo@denipl.net,PARTIALLY_REFUNDED,,CASE .Java - Full Bundle,,,1,1399.0,1399.0,0,3598.0,314.84,0.0,4052.74,USD,753914268180,R8SAP1L4X2QM,Dell,,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,,,Net 7,#1462.3,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-09T16:13:04Z,
185,2026-06-09T16:07:35Z,#1462,wugizufo@denipl.net,PARTIALLY_REFUNDED,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,1,2199.0,2199.0,0,3598.0,314.84,0.0,4052.74,USD,753914268180,R8SAP1L4X2QM,Dell,,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,,,Net 7,#1462.3,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-09T16:13:04Z,
186,2026-06-09T16:06:55Z,#1461,wugizufo@denipl.net,PENDING,,CASE .Java - Full Bundle,,,1,1399.0,1399.0,699.5,1799.0,157.4,0.0,1956.4,USD,753914268180,R8SAP1L4X2QM,Dell,,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
187,2026-06-09T16:06:55Z,#1461,wugizufo@denipl.net,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,1,2199.0,2199.0,1099.5,1799.0,157.4,0.0,1956.4,USD,753914268180,R8SAP1L4X2QM,Dell,,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
188,2026-06-09T13:03:47Z,#1460,damlunolta@necub.com,PAID,CHFI-V11-iLAB,Computer Hacking Forensic Investigator (CHFI) Version 11 Labs,iLabs,CHFI,20,125.0,2500.0,0,2500.0,0.0,0.0,2500.0,USD,618359427905,K5M7X3P9QARL,Test Finance,,3000 Damani Ct,Danville,California,CA,United States,US,94506,,,,,,,,,,Net 7,r6P7tNH4e33elYg4ZBvglnlWA,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
189,2026-06-09T12:38:22Z,#1459,moxi.patel.ctr@eccouncil.org,PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,2,424.57,849.14,0,849.14,110.39,0.0,959.53,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,Resellers,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,rVeXwEWnYXup9DtnLdiXKaXKj,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Direct US,015,202,,SUCCESS,2026-06-09T12:38:48Z,
190,2026-06-09T05:29:38Z,#1458,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,1,370.78,370.78,0,370.78,48.2,0.0,418.98,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,Resellers,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,r60Xvol1pFKYaAUkfdfq60BDI,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Direct US,015,202,,,,
191,2026-06-09T05:23:19Z,#1457,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,3,370.78,1112.34,0,1112.34,144.6,0.0,1256.94,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,Resellers,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,rPK8KU02hab3EBbEw6nyFPDrp,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Direct US,015,202,,SUCCESS,2026-06-09T05:23:33Z,
192,2026-06-09T05:08:52Z,#1456,moxi.patel.ctr@eccouncil.org,PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,3,425.27,1275.81,0,1275.81,165.86,0.0,1441.67,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,Academia,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,rkd1bLXqjYodyYFSNz7UGOlh0,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,SUCCESS,2026-06-09T05:09:19Z,
193,2026-06-09T05:07:28Z,#1455,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,4,370.78,1483.12,0,1483.12,192.81,0.0,1675.93,CAD,839201475682,A2X7K9P6MRQW,Test CANADA Entity,ATC,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,250 Yonge St,Bonfield,Ontario,ON,Canada,CA,P0H 1E0,,,,raTpm1uNn8VNrul5QkOOFYIhP,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,SUCCESS,2026-06-09T05:07:54Z,
194,2026-06-09T05:00:23Z,#1454,moxi.patel.ctr@eccouncil.org,PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,2,299.0,598.0,0,647.98,56.68,0.0,704.66,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Resellers,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,#1454.3,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Direct US,015,202,,SUCCESS,2026-06-09T05:00:47Z,
195,2026-06-09T05:00:23Z,#1454,moxi.patel.ctr@eccouncil.org,PAID,CSCU-V03-VID,Certified Secure Computer User (CSCU) Version 3 Video Upgrade,iVideo,CSCU,1,24.99,24.99,0,647.98,56.68,0.0,704.66,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Resellers,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,#1454.3,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Direct US,015,202,,SUCCESS,2026-06-09T05:00:47Z,
196,2026-06-09T05:00:23Z,#1454,moxi.patel.ctr@eccouncil.org,PAID,CSCU-V03-VID,Certified Secure Computer User (CSCU) Version 3 Video Upgrade,iVideo,CSCU,1,24.99,24.99,0,647.98,56.68,0.0,704.66,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Resellers,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,#1454.3,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Direct US,015,202,,SUCCESS,2026-06-09T05:00:47Z,
197,2026-06-09T04:57:46Z,#1453,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,3,199.0,597.0,0,621.99,54.42,0.0,676.41,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Academia,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,#1453.2,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,SUCCESS,2026-06-09T04:58:11Z,
198,2026-06-09T04:57:46Z,#1453,moxi.patel.ctr@eccouncil.org,PAID,CSCU-V03-VID,Certified Secure Computer User (CSCU) Version 3 Video Upgrade,iVideo,CSCU,1,24.99,24.99,0,621.99,54.42,0.0,676.41,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Academia,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,#1453.2,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,SUCCESS,2026-06-09T04:58:11Z,
199,2026-06-09T04:30:27Z,#1452,moxi.patel.ctr@eccouncil.org,PARTIALLY_PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,2,299.0,598.0,0,622.99,54.5,0.0,677.49,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Academia,,,,,,,,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,Net 7,#1452.1,manual,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,SUCCESS,2026-06-09T04:33:41Z,
200,2026-06-09T04:30:27Z,#1452,moxi.patel.ctr@eccouncil.org,PARTIALLY_PAID,CSCU-V03-VID,Certified Secure Computer User (CSCU) Version 3 Video Upgrade,iVideo,CSCU,1,24.99,24.99,0,622.99,54.5,0.0,677.49,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,Academia,,,,,,,,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,Net 7,#1452.1,manual,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,SUCCESS,2026-06-09T04:33:41Z,
201,2026-06-08T12:28:27Z,#1451,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,3,199.0,597.0,0,597.0,52.24,0.0,649.24,USD,574318926140,SAP8N5T1Q4LX,Test USA Entity,ATC,123 Madison Ave,Amityville,New York,NY,United States,US,11701,123 Madison Ave,Amityville,New York,NY,United States,US,11701,,,,#1451.1,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-08T12:28:52Z,
202,2026-06-08T10:07:17Z,#1450,suraj.mistri@eccouncil.org,PAID,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,2,638.0,1276.0,0,1300.99,117.09,0.0,1418.08,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,#1450.2,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,SUCCESS,2026-06-11T12:40:49Z,
203,2026-06-08T10:07:17Z,#1450,suraj.mistri@eccouncil.org,PAID,CSCU-V03-VID,Certified Secure Computer User (CSCU) Version 3 Video Upgrade,iVideo,CSCU,1,24.99,24.99,0,1300.99,117.09,0.0,1418.08,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,,,,,,,,"Suraj mistri test
",Sales rep owner code test,,#1450.2,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,SUCCESS,2026-06-11T12:40:49Z,
204,2026-06-07T16:50:39Z,#1449,finance@eccouncil.org,PAID,ACCISO-EV-ECC,Associate CCISOv3 ECC Exam Voucher (Onsite),ECC EV,ACCISO,1,150.0,150.0,0,150.0,13.5,0.0,163.5,USD,603918475226,M4P8R1K2WQ9A,Finance test ketan,,Flora Dr,North Charleston,South Carolina,SC,United States,US,29406,,,,,,,,,,,rWwf1aJTvHv0wxFljjHXPiRYR,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
205,2026-06-05T13:45:37Z,#1448,Ketan.thakar@eccouncil.org,PENDING,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,1,1050.0,1050.0,0,1050.0,94.5,0.0,1144.5,USD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,,,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,,,
206,2026-06-05T13:45:35Z,#1447,radicalnaksha@gmail.com,PARTIALLY_REFUNDED,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,1,199.0,199.0,0,398.0,26.28,0.0,464.08,USD,692385741908,F3SAP8Q2W7KN,KETAN UNIVERSITY,,,,,,,,,,,,,,,,,,Net 7,#1447.2,manual,,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,SUCCESS,2026-06-05T13:45:59Z,
207,2026-06-05T13:45:35Z,#1447,radicalnaksha@gmail.com,PARTIALLY_REFUNDED,,"Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab",,,1,199.0,199.0,0,398.0,26.28,0.0,464.08,USD,692385741908,F3SAP8Q2W7KN,KETAN UNIVERSITY,,,,,,,,,,,,,,,,,,Net 7,#1447.2,manual,,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,SUCCESS,2026-06-05T13:45:59Z,
208,2026-06-05T12:24:36Z,#1446,radicalnaksha@gmail.com,PENDING,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,1,1050.0,1050.0,0,1499.0,0.0,0.0,1604.0,USD,692385741908,F3SAP8Q2W7KN,KETAN UNIVERSITY,Academia,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,SUCCESS,2026-06-05T12:25:11Z,
